#Date,#Open,#High,#Low,#Close,#Adj Close,#Volume
4/24/2009,7957.450195,8127.5,7957.450195,8076.290039,8076.290039,402720000
4/27/2009,8073.819824,8122.560059,7987.160156,8025,8025,282990000
4/28/2009,8023.560059,8091.660156,7938.97998,8016.950195,8016.950195,274710000
4/29/2009,8018.310059,8257.570313,8017.910156,8185.72998,8185.72998,300340000
4/30/2009,8188.509766,8307.509766,8136.899902,8168.120117,8168.120117,341400000
5/1/2009,8167.410156,8219.80957,8099.310059,8212.410156,8212.410156,237360000
5/4/2009,8213.599609,8434.860352,8213.599609,8426.740234,8426.740234,354490000
5/5/2009,8425.549805,8458.120117,8362.780273,8410.650391,8410.650391,311490000
5/6/2009,8403.480469,8518.570313,8403,8512.280273,8512.280273,454480000
5/7/2009,8512.280273,8577.19043,8358,8409.849609,8409.849609,476640000
5/8/2009,8410.730469,8587.549805,8410.730469,8574.650391,8574.650391,428420000
5/11/2009,8569.230469,8569.230469,8410.330078,8418.769531,8418.769531,332630000
5/12/2009,8419.169922,8517.459961,8365.650391,8469.110352,8469.110352,334840000
5/13/2009,8461.799805,8462.040039,8262.429688,8284.889648,8284.889648,336930000
5/14/2009,8285.919922,8376.639648,8273.900391,8331.320313,8331.320313,323800000
5/15/2009,8326.219727,8394.959961,8230.169922,8268.639648,8268.639648,308820000
5/18/2009,8270.150391,8511.879883,8270.150391,8504.080078,8504.080078,288280000
5/19/2009,8502.480469,8538.009766,8463.540039,8474.849609,8474.849609,277710000
5/20/2009,8471.820313,8591.929688,8405.469727,8422.040039,8422.040039,468640000
5/21/2009,8416.070313,8416.150391,8221.009766,8292.129883,8292.129883,302280000
5/22/2009,8292.209961,8364.139648,8257.169922,8277.320313,8277.320313,244190000
5/26/2009,8277.320313,8495.709961,8226.900391,8473.490234,8473.490234,314760000
5/27/2009,8473.650391,8496.589844,8289.349609,8300.019531,8300.019531,285990000
5/28/2009,8300.5,8434.620117,8246.580078,8403.799805,8403.799805,290730000
5/29/2009,8404.040039,8522.950195,8368.519531,8500.330078,8500.330078,361910000
6/1/2009,8501.530273,8760.700195,8501.290039,8721.44043,8721.44043,354830000
6/2/2009,8721.599609,8787.129883,8693.719727,8740.870117,8740.870117,257560000
6/3/2009,8740.070313,8740.389648,8598.379883,8675.240234,8675.240234,252160000
6/4/2009,8675.280273,8751.25,8634.570313,8750.240234,8750.240234,237800000
6/5/2009,8751.75,8839.400391,8700.410156,8763.129883,8763.129883,254970000
6/8/2009,8759.349609,8823.969727,8633.070313,8764.490234,8764.490234,189630000
6/9/2009,8764.830078,8803.259766,8725.120117,8763.05957,8763.05957,187930000
6/10/2009,8763.660156,8834.929688,8639.950195,8739.019531,8739.019531,219920000
6/11/2009,8736.230469,8877.929688,8736.230469,8770.919922,8770.919922,249900000
6/12/2009,8770.009766,8805.530273,8716.730469,8799.259766,8799.259766,164020000
6/15/2009,8798.5,8798.5,8577.900391,8612.129883,8612.129883,230220000
6/16/2009,8612.44043,8643.650391,8499.379883,8504.669922,8504.669922,240690000
6/17/2009,8504.360352,8563.009766,8461.290039,8497.179688,8497.179688,237870000
6/18/2009,8496.730469,8590.519531,8475.120117,8555.599609,8555.599609,220050000
6/19/2009,8556.959961,8616.589844,8496.730469,8539.730469,8539.730469,528710000
6/22/2009,8538.519531,8538.830078,8334.549805,8339.009766,8339.009766,291240000
6/23/2009,8340.44043,8370.900391,8286.410156,8322.910156,8322.910156,237150000
6/24/2009,8323.509766,8428.410156,8259.879883,8299.860352,8299.860352,189430000
6/25/2009,8299.25,8490.459961,8259.429688,8472.400391,8472.400391,222540000
6/26/2009,8468.540039,8468.769531,8401.360352,8438.389648,8438.389648,307640000
6/29/2009,8440.129883,8533.230469,8429.089844,8529.379883,8529.379883,216480000
6/30/2009,8528.929688,8560.44043,8393.950195,8447,8447,233340000
7/1/2009,8447.530273,8580.469727,8447.530273,8504.05957,8504.05957,184600000
7/2/2009,8503,8503.230469,8280.740234,8280.740234,8280.740234,157800000
7/6/2009,8280.740234,8327.969727,8205.990234,8324.870117,8324.870117,206900000
7/7/2009,8324.950195,8326.30957,8154.379883,8163.600098,8163.600098,210880000
7/8/2009,8163.600098,8219.519531,8087.189941,8178.410156,8178.410156,325250000
7/9/2009,8179.009766,8228.669922,8145.310059,8183.169922,8183.169922,192660000
7/10/2009,8182.490234,8183.850098,8093.310059,8146.52002,8146.52002,174260000
7/13/2009,8146.52002,8331.679688,8130.419922,8331.679688,8331.679688,253520000
7/14/2009,8331.370117,8361.230469,8285.200195,8359.490234,8359.490234,189170000
7/15/2009,8363.950195,8628.230469,8363.950195,8616.209961,8616.209961,305000000
7/16/2009,8612.660156,8739.549805,8584.400391,8711.820313,8711.820313,216580000
7/17/2009,8711.889648,8754.290039,8674.410156,8743.94043,8743.94043,301410000
7/20/2009,8746.049805,8854.799805,8745.900391,8848.150391,8848.150391,213730000
7/21/2009,8848.150391,8927.129883,8811.269531,8915.94043,8915.94043,218910000
7/22/2009,8912.389648,8949.799805,8860.320313,8881.259766,8881.259766,199010000
7/23/2009,8882.30957,9096.719727,8866.44043,9069.290039,9069.290039,274760000
7/24/2009,9066.110352,9100.879883,9007.389648,9093.240234,9093.240234,214310000
7/27/2009,9093.089844,9123.400391,9034.519531,9108.509766,9108.509766,176830000
7/28/2009,9106.919922,9124.910156,9007.469727,9096.719727,9096.719727,198270000
7/29/2009,9092.339844,9094.830078,9014.19043,9070.719727,9070.719727,190510000
7/30/2009,9072.839844,9246.429688,9072.610352,9154.459961,9154.459961,232410000
7/31/2009,9154.610352,9218.769531,9133.450195,9171.610352,9171.610352,265570000
8/3/2009,9173.650391,9298.429688,9173.650391,9286.55957,9286.55957,221690000
8/4/2009,9285.049805,9321.099609,9250.740234,9320.19043,9320.19043,195990000
8/5/2009,9315.360352,9318.080078,9206.450195,9280.969727,9280.969727,236610000
8/6/2009,9277.19043,9325.110352,9208.799805,9256.259766,9256.259766,244450000
8/7/2009,9258.450195,9437.709961,9258.450195,9370.070313,9370.070313,216600000
8/10/2009,9368.410156,9371.959961,9290.339844,9337.950195,9337.950195,161370000
8/11/2009,9334.330078,9334.330078,9216.879883,9241.450195,9241.450195,171380000
8/12/2009,9236.05957,9424.110352,9221.019531,9361.610352,9361.610352,197420000
8/13/2009,9362.290039,9406.5,9305.30957,9398.19043,9398.19043,145620000
8/14/2009,9398.040039,9401.969727,9232.830078,9321.400391,9321.400391,172780000
8/17/2009,9313.849609,9313.849609,9116.519531,9135.339844,9135.339844,207100000
8/18/2009,9134.360352,9233.509766,9134.360352,9217.94043,9217.94043,158530000
8/19/2009,9208.679688,9313.089844,9131.94043,9279.160156,9279.160156,176910000
8/20/2009,9278.549805,9363.950195,9267.969727,9350.049805,9350.049805,151740000
8/21/2009,9347.860352,9519.110352,9347.25,9505.959961,9505.959961,293530000
8/24/2009,9506.179688,9587.730469,9486.230469,9509.280273,9509.280273,190590000
8/25/2009,9509.209961,9620,9508.980469,9539.290039,9539.290039,173890000
8/26/2009,9538.610352,9582.969727,9485.780273,9543.519531,9543.519531,154660000
8/27/2009,9541.629883,9609.719727,9459.400391,9580.629883,9580.629883,163980000
8/28/2009,9582.740234,9630.200195,9495.980469,9544.200195,9544.200195,205770000
8/31/2009,9542.910156,9543.05957,9436.129883,9496.280273,9496.280273,201600000
9/1/2009,9492.320313,9557.950195,9292.080078,9310.599609,9310.599609,267680000
9/2/2009,9306.209961,9330.929688,9262.299805,9280.669922,9280.669922,175200000
9/3/2009,9282.030273,9350.269531,9252.929688,9344.610352,9344.610352,168750000
9/4/2009,9345.360352,9445.719727,9321.629883,9441.269531,9441.269531,152400000
9/8/2009,9440.129883,9511.019531,9439.980469,9497.339844,9497.339844,202370000
9/9/2009,9496.589844,9577.219727,9476.179688,9547.219727,9547.219727,190820000
9/10/2009,9546.540039,9633,9508.219727,9627.480469,9627.480469,234130000
9/11/2009,9625.44043,9649.849609,9571.55957,9605.410156,9605.410156,196760000
9/14/2009,9598.080078,9631.110352,9535.959961,9626.799805,9626.799805,196480000
9/15/2009,9626.419922,9713.709961,9580.929688,9683.410156,9683.410156,224030000
9/16/2009,9683.709961,9799.719727,9679.179688,9791.709961,9791.709961,241270000
9/17/2009,9789.820313,9854.580078,9749.459961,9783.919922,9783.919922,225470000
9/18/2009,9784.75,9847.709961,9784.679688,9820.200195,9820.200195,424930000
9/21/2009,9818.610352,9818.69043,9725.879883,9778.860352,9778.860352,172830000
9/22/2009,9779.610352,9843.400391,9771.910156,9829.870117,9829.870117,194620000
9/23/2009,9830.629883,9917.990234,9740.839844,9748.549805,9748.549805,233330000
9/24/2009,9749.990234,9805.389648,9666.030273,9707.44043,9707.44043,201890000
9/25/2009,9706.679688,9735.929688,9641.009766,9665.19043,9665.19043,189350000
9/28/2009,9663.230469,9823.669922,9663.230469,9789.360352,9789.360352,163780000
9/29/2009,9789.740234,9834.480469,9739.110352,9742.200195,9742.200195,154000000
9/30/2009,9741.830078,9776.820313,9608.589844,9712.280273,9712.280273,268390000
10/1/2009,9711.599609,9711.669922,9500.370117,9509.280273,9509.280273,266990000
10/2/2009,9507.620117,9524.780273,9430.080078,9487.669922,9487.669922,219750000
10/5/2009,9488.730469,9625.05957,9481.089844,9599.75,9599.75,173850000
10/6/2009,9601.259766,9774.320313,9601.259766,9731.25,9731.25,206020000
10/7/2009,9725.69043,9740.320313,9675.620117,9725.580078,9725.580078,167650000
10/8/2009,9728.219727,9836.669922,9728.070313,9786.870117,9786.870117,209580000
10/9/2009,9786.040039,9865.009766,9764.879883,9864.94043,9864.94043,161120000
10/12/2009,9865.240234,9931.820313,9849.370117,9885.799805,9885.799805,158850000
10/13/2009,9883.980469,9895.089844,9815.05957,9871.05957,9871.05957,211510000
10/14/2009,9873.549805,10027.73047,9873.480469,10015.86035,10015.86035,284810000
10/15/2009,10014.87988,10062.94043,9977.469727,10062.94043,10062.94043,252480000
10/16/2009,10061.36035,10061.66016,9939.910156,9995.910156,9995.910156,307770000
10/19/2009,9996.669922,10117.95996,9995.150391,10092.19043,10092.19043,186240000
10/20/2009,10092.41992,10098.38965,9992.80957,10041.48047,10041.48047,214500000
10/21/2009,10038.83984,10119.46973,9943.759766,9949.360352,9949.360352,251050000
10/22/2009,9946.179688,10105.19043,9916.780273,10081.30957,10081.30957,231900000
10/23/2009,10099.90039,10109.57031,9932.5,9972.179688,9972.179688,305670000
10/26/2009,9972.330078,10072.32031,9849.450195,9867.959961,9867.959961,270050000
10/27/2009,9868.339844,9947.540039,9837.959961,9882.169922,9882.169922,237060000
10/28/2009,9881.110352,9902.419922,9758.080078,9762.69043,9762.69043,257370000
10/29/2009,9762.910156,9969.910156,9759.129883,9962.580078,9962.580078,248950000
10/30/2009,9961.519531,9962.129883,9684.540039,9712.730469,9712.730469,327980000
11/2/2009,9712.129883,9858.589844,9678.950195,9789.44043,9789.44043,242460000
11/3/2009,9787.469727,9787.469727,9703.889648,9771.910156,9771.910156,231520000
11/4/2009,9767.299805,9928.040039,9767.139648,9802.139648,9802.139648,224130000
11/5/2009,9807.799805,10013.07031,9807.799805,10005.95996,10005.95996,211040000
11/6/2009,10001.34961,10044.5,9936.80957,10023.41992,10023.41992,181010000
11/9/2009,10020.62012,10228.23047,10020.62012,10226.94043,10226.94043,227470000
11/10/2009,10223.00977,10260.79981,10197.69043,10246.96973,10246.96973,193950000
11/11/2009,10247.41992,10341.96973,10246.13965,10291.25977,10291.25977,166920000
11/12/2009,10289.82031,10321.63965,10171.24023,10197.46973,10197.46973,183810000
11/13/2009,10197.84961,10305.69043,10192.03027,10270.46973,10270.46973,167280000
11/16/2009,10267.53027,10434.24023,10267.4502,10406.95996,10406.95996,202570000
11/17/2009,10404.76953,10438.16992,10361.99023,10437.41992,10437.41992,158320000
11/18/2009,10426.26953,10432.66016,10360.09961,10426.30957,10426.30957,166340000
11/19/2009,10425.33008,10425.33008,10256.11035,10332.44043,10332.44043,196250000
11/20/2009,10327.91016,10342.71973,10271.67969,10318.16016,10318.16016,230430000
11/23/2009,10320.12988,10495.61035,10320.04981,10450.9502,10450.9502,182350000
11/24/2009,10451.25,10453.96973,10359.58008,10433.70996,10433.70996,163750000
11/25/2009,10432.95996,10481.48047,10420.94043,10464.40039,10464.40039,130080000
11/27/2009,10452.23047,10452.23047,10231.25,10309.91992,10309.91992,130290000
11/30/2009,10309.76953,10364.33984,10263.29004,10344.83984,10344.83984,223580000
12/1/2009,10343.82031,10501.28027,10343.44043,10471.58008,10471.58008,190220000
12/2/2009,10470.44043,10513.51953,10421.46973,10452.67969,10452.67969,159500000
12/3/2009,10455.62988,10507.62988,10350.04981,10366.15039,10366.15039,243970000
12/4/2009,10368.57031,10516.7002,10311.80957,10388.90039,10388.90039,460660000
12/7/2009,10386.86035,10443.16016,10360.17969,10390.11035,10390.11035,196580000
12/8/2009,10385.41992,10385.65039,10249.83984,10285.96973,10285.96973,221770000
12/9/2009,10282.84961,10342.26953,10235.62988,10337.04981,10337.04981,188610000
12/10/2009,10336,10444.59961,10335.76953,10405.83008,10405.83008,195910000
12/11/2009,10403.41016,10484.04981,10400.08008,10471.5,10471.5,179970000
12/14/2009,10471.28027,10514.66016,10471.28027,10501.04981,10501.04981,154360000
12/15/2009,10499.30957,10499.30957,10426.69043,10452,10452,187560000
12/16/2009,10449.80957,10509.96973,10427.58984,10441.12012,10441.12012,208310000
12/17/2009,10439.99023,10440.05957,10307.95996,10308.25977,10308.25977,198860000
12/18/2009,10309.38965,10372.34961,10263.90039,10328.88965,10328.88965,480080000
12/21/2009,10330.09961,10458.04981,10329.79981,10414.13965,10414.13965,164470000
12/22/2009,10414.66992,10479.82031,10414.58984,10464.92969,10464.92969,135080000
12/23/2009,10464.32031,10492.05957,10437.79981,10466.44043,10466.44043,112460000
12/24/2009,10467.12012,10522.05957,10461.67969,10520.08984,10520.08984,52670000
12/28/2009,10517.91016,10551.61035,10506.33984,10547.08008,10547.08008,102010000
12/29/2009,10547.83008,10580.33008,10544.28027,10545.41016,10545.41016,92890000
12/30/2009,10544.36035,10550.7002,10505.66016,10548.50977,10548.50977,110160000
12/31/2009,10548.50977,10555.00977,10423.12988,10428.04981,10428.04981,137940000
1/4/2010,10430.69043,10604.96973,10430.69043,10583.95996,10583.95996,179780000
1/5/2010,10584.55957,10584.55957,10522.51953,10572.01953,10572.01953,188540000
1/6/2010,10564.71973,10594.99023,10546.54981,10573.67969,10573.67969,186040000
1/7/2010,10571.11035,10612.37012,10505.20996,10606.86035,10606.86035,217390000
1/8/2010,10606.40039,10619.40039,10554.33008,10618.19043,10618.19043,172710000
1/11/2010,10620.30957,10676.23047,10591.58984,10663.99023,10663.99023,182050000
1/12/2010,10662.86035,10663.08008,10568.83984,10627.25977,10627.25977,256050000
1/13/2010,10628.08984,10709.25977,10614.49023,10680.76953,10680.76953,202810000
1/14/2010,10680.16016,10723.76953,10666.86035,10710.54981,10710.54981,201320000
1/15/2010,10706.99023,10709.94043,10561.05957,10609.65039,10609.65039,362930000
1/19/2010,10608.37012,10729.88965,10591.96973,10725.42969,10725.42969,192150000
1/20/2010,10719.69043,10719.91992,10517.29981,10603.15039,10603.15039,203270000
1/21/2010,10603.91016,10614.94043,10374.69043,10389.87988,10389.87988,304290000
1/22/2010,10389.58008,10389.58008,10157.63965,10172.98047,10172.98047,323620000
1/25/2010,10175.09961,10256.87012,10171.76953,10196.86035,10196.86035,215330000
1/26/2010,10195.34961,10285.12988,10155.59961,10194.29004,10194.29004,217300000
1/27/2010,10194.29004,10255.05957,10104.36035,10236.16016,10236.16016,262170000
1/28/2010,10236.91992,10258.83008,10055.08008,10120.45996,10120.45996,240050000
1/29/2010,10122.04004,10239.33984,10043.75,10067.33008,10067.33008,316900000
2/1/2010,10068.99023,10190.88965,10068.91016,10185.53027,10185.53027,198430000
2/2/2010,10186.12988,10314.83984,10173.58984,10296.84961,10296.84961,237140000
2/3/2010,10291.73047,10307.2002,10231.92969,10270.54981,10270.54981,198940000
2/4/2010,10273.12012,10273.12012,9998.030273,10002.17969,10002.17969,304240000
2/5/2010,10003.69043,10031.95996,9835.089844,10012.23047,10012.23047,308320000
2/8/2010,10005.42969,10028.55957,9904.089844,9908.389648,9908.389648,216270000
2/9/2010,9910.280273,10139.42969,9910.05957,10058.63965,10058.63965,236210000
2/10/2010,10055.45996,10085.54004,9962.959961,10038.37988,10038.37988,178600000
2/11/2010,10037.84961,10161.57031,9976.709961,10144.19043,10144.19043,194470000
2/12/2010,10137.23047,10137.38965,9983.820313,10099.13965,10099.13965,296510000
2/16/2010,10100.80957,10279.54004,10100.80957,10268.80957,10268.80957,234900000
2/17/2010,10261.48047,10320.12988,10261.48047,10309.24023,10309.24023,193270000
2/18/2010,10309.38965,10406.58008,10294.50977,10392.90039,10392.90039,185310000
2/19/2010,10387.76953,10438.54981,10339.16992,10402.34961,10402.34961,241750000
2/22/2010,10402.42969,10433.63965,10368.9502,10383.37988,10383.37988,158440000
2/23/2010,10383.16016,10411.12012,10267.83008,10282.41016,10282.41016,190740000
2/24/2010,10284,10393.50977,10283.92969,10374.16016,10374.16016,181450000
2/25/2010,10366.59961,10366.67969,10185.83008,10321.03027,10321.03027,242550000
2/26/2010,10321.41016,10353.4502,10272.29004,10325.25977,10325.25977,282120000
3/1/2010,10326.09961,10413.99023,10326.09961,10403.79004,10403.79004,173750000
3/2/2010,10404.16016,10456.91992,10389.42969,10405.98047,10405.98047,217180000
3/3/2010,10406.28027,10469.54004,10376.58008,10396.75977,10396.75977,183290000
3/4/2010,10396.53027,10452.37988,10390.86035,10444.13965,10444.13965,165740000
3/5/2010,10445.12988,10571.94043,10445.04981,10566.2002,10566.2002,184270000
3/8/2010,10563.78027,10587.74023,10542.38965,10552.51953,10552.51953,171780000
3/9/2010,10552.24023,10612.59961,10533.92969,10564.37988,10564.37988,219860000
3/10/2010,10560.12988,10601.79004,10526.51953,10567.33008,10567.33008,186570000
3/11/2010,10560.98047,10611.83984,10507.16992,10611.83984,10611.83984,150000000
